,Employee_ID,Employee_Name,Age,Gender, MaritalStatus,Hire Date,Department,Position,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,Annual_Income,RelationshipSatisfaction,Working_hrs_perday,TotalWorkingYearsexperience,TrainingTimeinmonths,WorkLifeBalance,Behaviourial_Competence,OntimeDelivery,TicketSolvingManagements,Project_evlaution,Working_from_home,Psycho-social_indicators,overtime,PercentSalaryHike,Netconnectivity,PerformanceRating
3666,4666,Tanya Allen,30,Female,Married,11-10-2003,Finance,Finance Manager,Life Sciences,Very_High,Medium,2,Very_High,25,Medium,9,23,2,Good,Satisfactory,Satisfactory,good,10,No,good,0,10,Poor,low
3667,4667,Alan Christensen,41,male,Single,27-07-2004,Finance,Finance Manager,Technical Degree,High,Low,5,High,6,Medium,10,1,4,Good,Excellent,Good,good,8,No,Excellent,1,12,Poor,good
3668,4668,Linda Singh,24,male,Married,25-03-1999,Finance,Finance Manager,Technical Degree,Medium,Medium,2,Medium,20,Very_High,9,12,1,Best,Verygood,Excellent,fair,7,No,Outstanding,0,3,Poor,Excellent
3669,4669,Dr. Kyle Luna,59,male,Married,25-08-1997,Finance,Finance Manager,Medical,High,High,4,Low,12,High,8,8,2,Better,Satisfactory,Excellent,good,11,No,Excellent,0,6,Poor,Excellent
3670,4670,Dawn Alvarez,47,Female,Married,15-05-1992,Finance,Finance Manager,Other,Very_High,Medium,3,Medium,12,High,8,8,2,Better,Excellent,Excellent,good,7,No,good,1,2,Poor,Excellent
3671,4671,Douglas Thomas,20,male,Single,04-10-1997,Finance,Finance Manager,Medical,Low,Medium,1,High,25,Low,10,22,2,Better,good,Good,poor,12,Yes,low,1,12,Good,good
3672,4672,Joel Richardson,60,male,Divorsed,20-02-1997,Finance,Finance Manager,Other,Low,Low,2,Medium,25,Low,8,24,2,Better,Satisfactory,Good,poor,14,No,good,0,15,Poor,good
3673,4673,Danielle Carter,41,Female,Divorsed,01-03-1996,Finance,Finance Manager,Medical,High,Low,4,High,6,Medium,9,3,4,Better,Excellent,Good,fair,4,Yes,low,1,4,Good,good
3674,4674,John Dawson,41,Female,Single,03-11-2001,Finance,Finance Manager,Medical,Low,Very_High,3,High,25,High,10,24,4,Best,In-adequate,Good,good,7,Yes,Excellent,0,3,Good,good
3675,4675,Kimberly Brown,49,male,Married,10-10-2019,Finance,Finance Manager,Medical,Medium,Low,4,Low,25,Low,10,24,1,Best,Verygood,Outstanding,satistfactory,5,Yes,good,0,7,Good,Outstanding
3676,4676,Jerry Cole,50,Female,Single,05-08-2005,Sales,Sales Executive,Marketing,Very_High,Low,1,Very_High,12,Medium,8,8,1,Best,In-adequate,Satisfactory,fair,10,Yes,Excellent,1,3,Good,low
3677,4677,Janet Nelson,35,Female,Married,27-12-2013,Sales,Sales Executive,Other,Medium,High,1,Very_High,22,High,8,17,6,Bad,In-adequate,Satisfactory,good,10,No,low,1,10,Poor,low
3678,4678,Raymond Snyder,28,male,Divorsed,22-08-2016,Finance,Finance Manager,Life Sciences,Very_High,High,5,Low,6,Low,9,2,3,Bad,Excellent,Satisfactory,satistfactory,9,Yes,low,0,6,Good,low
3679,4679,Jeffery Townsend,53,Female,Single,05-01-1998,Finance,Finance Manager,Life Sciences,Very_High,Very_High,2,High,25,Very_High,9,22,2,Better,Excellent,Good,poor,9,Yes,low,0,8,Good,good
3680,4680,Russell Harris,23,Female,Married,29-06-2014,Finance,Finance Manager,Life Sciences,Very_High,Medium,4,Low,22,Very_High,8,20,1,Good,In-adequate,Satisfactory,satistfactory,13,No,good,0,7,Poor,low
3681,4681,Jennifer Johnson,56,Female,Married,14-07-2011,Finance,Finance Manager,Other,Medium,High,3,Very_High,22,Medium,9,19,4,Better,Verygood,Outstanding,poor,4,Yes,good,1,13,Good,Outstanding
3682,4682,Cheryl Crawford,59,Female,Single,15-04-2019,Finance,Finance Manager,Life Sciences,High,High,5,Low,12,Low,9,9,3,Better,Verygood,Satisfactory,good,8,Yes,Excellent,1,15,Good,low
3683,4683,Emma Ross,20,male,Married,28-06-2021,Finance,Finance Manager,Medical,Very_High,Medium,4,Low,25,High,8,24,1,Bad,Satisfactory,Satisfactory,Excellent,8,No,good,1,10,Poor,low
3684,4684,Derek Smith,50,Female,Married,16-06-2002,Finance,Finance Manager,Medical,High,Low,2,High,6,Medium,10,4,2,Best,Verygood,Satisfactory,Excellent,12,Yes,low,0,16,Good,low
3685,4685,Steven Mcclain,52,male,Married,12-01-2006,Sales,Sales Representative,Medical,Medium,Low,2,Medium,6,Low,10,3,4,Best,In-adequate,Good,good,7,Yes,Excellent,1,5,Good,good
3686,4686,Lauren Schmidt,37,male,Married,18-02-2010,Human Resources,Manager,Life Sciences,Low,Low,5,High,22,Very_High,8,19,1,Better,Excellent,Satisfactory,Excellent,5,No,Excellent,1,16,Poor,low
3687,4687,Peter Miller,22,male,Married,14-05-2015,Finance,Finance Manager,Medical,Very_High,High,5,Very_High,22,Medium,8,16,6,Good,Satisfactory,Satisfactory,poor,11,Yes,good,0,16,Good,low
3688,4688,Gina Osborn,58,Female,Married,20-04-2016,Finance,Finance Manager,Life Sciences,Low,Medium,3,Very_High,20,Low,8,13,3,Good,Verygood,Good,Excellent,13,Yes,Outstanding,0,5,Good,good
3689,4689,Alexander Coffey,45,Female,Married,01-07-1995,Finance,Finance Manager,Life Sciences,Low,High,2,Medium,25,Very_High,8,22,3,Best,Verygood,Satisfactory,satistfactory,9,No,Excellent,0,1,Poor,low
3690,4690,Jesse Allen,28,male,Married,27-04-1998,Finance,Finance Manager,Medical,Low,Very_High,4,High,12,High,8,7,6,Better,Satisfactory,Good,Excellent,11,No,Excellent,1,12,Poor,good
3691,4691,Susan Allen,58,Female,Married,21-05-2015,Finance,Finance Manager,Medical,High,High,1,Very_High,22,High,8,20,6,Good,Excellent,Good,good,10,No,low,1,8,Poor,good
3692,4692,Brandon Garcia,52,Female,Single,09-07-1998,Finance,Finance Manager,Medical,Low,High,5,Very_High,22,Low,9,17,4,Better,Satisfactory,Outstanding,good,9,Yes,Outstanding,0,10,Good,Outstanding
3693,4693,Taylor Morrison,31,Female,Married,14-05-2000,Finance,Finance Manager,Life Sciences,High,Low,4,Low,12,High,9,8,3,Good,Verygood,Excellent,fair,13,No,low,0,5,Poor,Excellent
3694,4694,Raymond Davila,21,male,Single,12-04-2007,Human Resources,Human Resources,Human Resources,Medium,Very_High,5,Medium,22,Medium,10,17,2,Best,In-adequate,Outstanding,fair,5,No,good,0,13,Poor,Outstanding
3695,4695,Kevin Cruz,29,Female,Married,30-07-2001,Sales,Sales Executive,Medical,Low,Medium,4,High,25,Medium,10,25,3,Better,good,Good,Excellent,9,Yes,Excellent,0,7,Good,good
3696,4696,Mary Fox,50,male,Divorsed,02-08-2021,Finance,Finance Manager,Technical Degree,Very_High,Medium,1,Medium,22,Medium,9,16,6,Bad,good,Good,satistfactory,14,Yes,low,1,2,Good,good
3697,4697,Chad Kelly,46,male,Single,01-03-2022,Finance,Finance Manager,Medical,High,High,5,Medium,20,Low,10,13,5,Bad,Satisfactory,Excellent,satistfactory,5,Yes,low,1,11,Good,Excellent
3698,4698,Kristin Jones,26,Female,Married,19-01-1996,Finance,Finance Manager,Medical,Very_High,Low,5,Very_High,22,Very_High,10,18,3,Bad,Satisfactory,Excellent,satistfactory,10,No,Excellent,0,15,Poor,Excellent
3699,4699,Joshua Griffin,22,male,Single,21-09-1997,Finance,Finance Manager,Life Sciences,High,Medium,4,Low,22,Medium,8,16,2,Better,good,Good,Excellent,9,No,good,0,7,Poor,good
3700,4700,Jennifer Robinson,21,male,Divorsed,06-07-2002,Finance,Finance Manager,Medical,Low,Very_High,3,Low,20,Medium,9,12,4,Better,Excellent,Outstanding,Excellent,9,No,Excellent,0,14,Poor,Outstanding
3701,4701,Javier Cook,56,male,Married,26-12-2007,Finance,Finance Manager,Other,Low,Very_High,2,High,22,High,10,20,5,Better,In-adequate,Satisfactory,satistfactory,8,Yes,Outstanding,1,10,Good,low
3702,4702,Susan Smith,45,Female,Married,27-06-2007,Finance,Finance Manager,Life Sciences,Medium,Medium,4,Very_High,22,High,9,19,4,Bad,Excellent,Good,fair,13,No,low,1,2,Poor,good
3703,4703,Anne Johnston,55,Female,Single,19-05-2005,Sales,Sales Representative,Medical,High,High,5,Low,12,Medium,9,10,5,Best,poor,Good,good,8,Yes,Outstanding,0,14,Good,good
3704,4704,Brad Johnson,43,male,Married,09-08-2011,Finance,Finance Manager,Life Sciences,Low,High,5,Very_High,6,Very_High,9,1,3,Bad,good,Good,Excellent,9,No,good,1,14,Poor,good
3705,4705,Candace Lee,36,Female,Married,18-07-2000,Finance,Finance Manager,Life Sciences,High,High,4,Very_High,6,Medium,10,1,5,Best,Satisfactory,Outstanding,Excellent,4,No,Outstanding,0,14,Poor,Outstanding
3706,4706,Tyler Wood Jr.,41,Female,Single,03-09-1993,Finance,Finance Manager,,Low,Low,5,Very_High,25,High,10,23,2,Best,Excellent,Excellent,good,12,No,Outstanding,1,16,Poor,Excellent
3707,4707,Robert Sullivan,49,Female,Divorsed,28-09-2003,Finance,Finance Manager,Medical,High,Medium,2,Low,25,Low,10,23,6,Good,Verygood,Satisfactory,Excellent,4,Yes,Excellent,0,13,Good,low
3708,4708,Stephanie Eaton,30,Female,Married,08-11-1992,Finance,Finance Manager,Life Sciences,Medium,Medium,3,Medium,22,Medium,10,17,4,Better,Satisfactory,Good,Excellent,8,No,low,0,1,Poor,good
3709,4709,Cheryl Tucker,22,Female,Single,06-11-2010,Finance,Finance Manager,Medical,Medium,Medium,3,Low,22,High,10,18,2,Best,good,Outstanding,fair,7,Yes,Outstanding,0,11,Good,Outstanding
3710,4710,Heather White,40,Female,Married,18-02-2009,Finance,Finance Manager,Life Sciences,Very_High,Low,5,Low,12,Medium,10,10,5,Good,Satisfactory,Outstanding,poor,9,Yes,low,0,15,Good,Outstanding
3711,4711,Kelly Clark,42,male,Single,19-07-1993,Sales,Sales Executive,Other,Very_High,Very_High,4,Medium,25,Low,10,21,4,Bad,poor,Outstanding,good,14,Yes,Outstanding,0,16,Good,Outstanding
3712,4712,Timothy Richardson,37,male,Married,14-03-2021,Sales,Sales Executive,Medical,Low,Medium,5,High,25,Very_High,9,23,1,Better,Excellent,Excellent,poor,4,No,Outstanding,0,13,Poor,Excellent
3713,4713,Jeffrey Morris,29,male,Single,29-08-2001,Sales,Sales Executive,Medical,Medium,Medium,2,Medium,22,Medium,9,17,4,Bad,Verygood,Satisfactory,fair,11,Yes,low,0,5,Good,low
3714,4714,Kenneth Garza,27,Female,Divorsed,20-08-2021,Finance,Finance Manager,Medical,High,Very_High,3,Medium,25,Medium,8,21,2,Best,Verygood,Good,Excellent,8,No,Outstanding,0,5,Poor,good
3715,4715,Travis Harvey,40,male,Married,06-04-2011,Sales,Sales Executive,Life Sciences,High,Medium,1,Medium,22,Very_High,10,18,2,Best,Excellent,Outstanding,fair,14,No,Excellent,0,7,Poor,Outstanding
3716,4716,Darrell Lawrence,44,male,Married,23-06-2016,Finance,Finance Manager,Medical,Very_High,Low,3,Very_High,25,Very_High,9,21,6,Better,Verygood,Excellent,poor,5,No,Outstanding,0,9,Poor,Excellent
3717,4717,Howard Wright,54,male,Married,01-11-2014,Sales,Sales Representative,Life Sciences,Medium,Very_High,1,Very_High,25,High,9,21,4,Bad,poor,Satisfactory,good,14,No,low,0,10,Poor,low
3718,4718,Richard Phillips,43,Female,Divorsed,13-07-2018,Sales,Sales Executive,Life Sciences,Low,Low,3,Medium,25,Medium,9,22,3,Good,poor,Outstanding,satistfactory,12,Yes,low,1,1,Good,Outstanding
3719,4719,Brittany Williams,38,Female,Single,03-03-2017,Finance,Finance Manager,Life Sciences,Medium,Very_High,2,High,6,Medium,10,3,4,Better,good,Outstanding,Excellent,11,No,good,0,8,Poor,Outstanding
3720,4720,Nicholas Melton,27,Female,Single,16-06-2002,Human Resources,Human Resources,Life Sciences,Low,Medium,1,Medium,6,High,10,3,1,Best,Excellent,Good,good,14,No,Excellent,1,3,Poor,good
3721,4721,Cynthia Castaneda,47,Female,Divorsed,18-12-2001,Finance,Finance Manager,Medical,Low,High,1,Very_High,6,High,8,1,3,Best,Excellent,Outstanding,satistfactory,13,Yes,Excellent,0,11,Good,Outstanding
3722,4722,Christina Wagner,32,male,Married,14-11-2015,Finance,Finance Manager,Medical,Very_High,High,1,Low,12,Low,8,9,2,Better,good,Outstanding,Excellent,9,Yes,good,0,3,Good,Outstanding
3723,4723,Joshua Smith,44,male,Divorsed,08-11-2021,Finance,Finance Manager,Medical,Medium,High,3,High,12,Very_High,10,7,4,Bad,Verygood,Excellent,satistfactory,4,Yes,Excellent,0,1,Good,Excellent
3724,4724,Judy Harvey,47,male,Single,11-07-2012,Sales,Sales Representative,Medical,Medium,Medium,4,Very_High,25,High,8,22,1,Best,Satisfactory,Satisfactory,Excellent,7,Yes,Excellent,0,6,Good,low
3725,4725,Gina Taylor,53,Female,Married,27-05-2019,Finance,Finance Manager,Life Sciences,High,Very_High,1,Very_High,25,Medium,9,21,4,Best,Excellent,Satisfactory,Excellent,13,Yes,Excellent,1,8,Good,low
3726,4726,Justin Williams,54,Female,Single,05-06-2010,Finance,Finance Manager,Medical,Low,Low,4,High,20,High,8,15,3,Best,good,Good,satistfactory,8,Yes,Outstanding,1,6,Good,good
3727,4727,Phillip Trevino,44,Female,Married,15-05-2016,Finance,Finance Manager,Technical Degree,Very_High,Low,1,High,22,High,9,19,4,Good,Excellent,Good,fair,4,No,good,1,7,Poor,good
3728,4728,Brian Washington,52,male,Married,01-09-2019,Research & Development,Manager R&D,Medical,Medium,Medium,5,Very_High,6,Very_High,8,2,2,Bad,Excellent,Excellent,fair,7,Yes,low,1,3,Good,Excellent
3729,4729,Christopher Dillon,58,male,Divorsed,06-01-2007,Research & Development,Healthcare Representative,Medical,High,Very_High,4,High,6,High,9,4,2,Good,Excellent,Outstanding,poor,4,Yes,Outstanding,0,3,Good,Outstanding
3730,4730,Carla Houston,36,Female,Married,08-02-2005,Sales,Sales Executive,Medical,Very_High,Very_High,1,High,20,Low,8,13,1,Bad,In-adequate,Good,Excellent,6,Yes,good,1,1,Good,good
3731,4731,Andrew Floyd,42,male,Divorsed,16-05-1995,Research & Development,Research Scientist,Life Sciences,Medium,Medium,2,Low,25,Very_High,9,25,2,Good,poor,Excellent,good,8,No,good,0,9,Poor,Excellent
3732,4732,Natalie Holt,48,male,Married,28-11-2014,Research & Development,Healthcare Representative,Life Sciences,Medium,Low,4,Very_High,25,High,8,21,3,Bad,Satisfactory,Excellent,poor,4,No,good,0,11,Poor,Excellent
3733,4733,Jacqueline Mitchell,20,male,Divorsed,16-02-2001,Sales,Sales Executive,Medical,Very_High,Medium,5,Low,20,Medium,10,11,2,Better,In-adequate,Excellent,good,7,Yes,low,1,9,Good,Excellent
3734,4734,Tonya Weber,30,Female,Divorsed,19-04-1999,Research & Development,Manager R&D,Medical,Medium,Low,5,High,12,Very_High,10,7,1,Best,Satisfactory,Excellent,poor,6,Yes,low,0,1,Good,Excellent
3735,4735,Robert Wilkinson,53,Female,Single,20-03-2022,Sales,Sales Representative,Life Sciences,Medium,Medium,3,Very_High,12,Very_High,8,9,2,Good,Verygood,Good,satistfactory,11,Yes,good,1,7,Good,good
3736,4736,Dave Richard,25,male,Married,16-01-2015,Research & Development,Manager R&D,Life Sciences,Very_High,Medium,3,Low,25,Low,10,22,3,Bad,Satisfactory,Satisfactory,good,7,No,Outstanding,1,4,Poor,low
3737,4737,Keith Robinson,49,male,Single,09-05-2012,Research & Development,Laboratory Technician,Medical,Low,High,3,High,6,Medium,8,5,6,Better,poor,Excellent,good,9,No,Outstanding,0,13,Poor,Excellent
3738,4738,Sarah Harris,48,Female,Single,09-04-2003,Research & Development,Manager R&D,Technical Degree,High,Low,1,High,12,High,9,9,3,Better,good,Satisfactory,Excellent,9,No,good,0,1,Poor,low
3739,4739,Patrick Tran,58,male,Divorsed,01-03-1993,Research & Development,Laboratory Technician,Life Sciences,Medium,Very_High,2,High,12,High,9,10,5,Better,poor,Excellent,fair,6,Yes,Excellent,1,6,Good,Excellent
3740,4740,Dr. Christopher Nash,58,male,Married,07-02-2000,Human Resources,Human Resources,Human Resources,Very_High,Medium,4,Very_High,25,High,9,21,2,Good,good,Satisfactory,Excellent,14,Yes,good,1,6,Good,low
3741,4741,Stephanie Yoder,37,Female,Married,17-05-2000,Research & Development,Manufacturing Director,Life Sciences,Medium,Medium,3,Very_High,20,Low,10,15,3,Good,poor,Excellent,satistfactory,9,Yes,Excellent,0,5,Good,Excellent
3742,4742,Brandon House,51,male,Divorsed,25-06-2002,Research & Development,Laboratory Technician,Medical,Medium,High,5,Medium,12,Very_High,8,6,2,Good,good,Good,fair,5,No,Excellent,1,14,Poor,good
3743,4743,Lauren Jones,29,Female,Divorsed,13-03-2002,Research & Development,Healthcare Representative,Life Sciences,High,Medium,3,Low,12,Medium,8,10,2,Good,In-adequate,Excellent,good,13,Yes,Excellent,1,10,Good,Excellent
3744,4744,Raymond Diaz,59,Female,Married,15-06-1997,Research & Development,Research Scientist,Life Sciences,Low,High,2,Very_High,22,Very_High,9,20,2,Good,poor,Satisfactory,good,11,Yes,low,1,14,Good,low
3745,4745,Caitlyn Diaz,32,Female,Married,06-02-2001,Sales,Sales Executive,Marketing,Very_High,Very_High,3,Low,6,High,9,2,1,Good,In-adequate,Satisfactory,poor,11,Yes,Excellent,0,4,Good,low
3746,4746,John Martinez,20,Female,Divorsed,21-12-2010,Sales,Sales Executive,Life Sciences,High,Low,3,Medium,6,High,9,4,4,Bad,Excellent,Satisfactory,poor,10,Yes,Outstanding,0,13,Good,low
3747,4747,Natasha Flores,57,Female,Single,02-12-2000,Sales,Sales Executive,Marketing,Low,High,2,Medium,20,Low,9,12,6,Best,Verygood,Outstanding,poor,6,Yes,low,0,1,Good,Outstanding
3748,4748,Christopher Bender,31,Female,Single,21-02-2010,Sales,Sales Executive,Life Sciences,Low,High,5,Medium,25,Low,8,23,2,Bad,poor,Outstanding,poor,10,Yes,Excellent,0,1,Good,Outstanding
3749,4749,Bridget Moore,38,male,Married,02-01-2012,Research & Development,Manufacturing Director,Technical Degree,Medium,Low,5,Low,25,Very_High,10,23,6,Best,In-adequate,Excellent,fair,10,Yes,good,1,14,Good,Excellent
3750,4750,Amanda Long,53,male,Married,28-02-2013,Research & Development,Laboratory Technician,Life Sciences,Very_High,Low,5,Low,22,High,8,20,1,Best,poor,Satisfactory,Excellent,8,Yes,low,0,12,Good,low
3751,4751,Danny Weeks,58,male,Married,08-08-2015,Sales,Sales Executive,Life Sciences,High,Very_High,3,Low,20,High,10,12,1,Bad,good,Excellent,fair,6,No,Excellent,0,13,Poor,Excellent
3752,4752,Mark Taylor,49,Female,Divorsed,21-11-2017,Sales,Manager,Medical,High,Medium,4,Medium,6,Medium,10,4,2,Best,Satisfactory,Outstanding,good,9,No,Excellent,0,2,Poor,Outstanding
3753,4753,Joshua Smith,33,male,Single,28-03-2015,Human Resources,Human Resources,Life Sciences,High,Low,4,Low,22,High,8,18,5,Good,Verygood,Outstanding,Excellent,9,Yes,Excellent,0,12,Good,Outstanding
3754,4754,Ronald Martin,33,Female,Married,02-10-2019,Research & Development,Manager R&D,Technical Degree,High,Very_High,1,Very_High,20,High,8,12,3,Best,poor,Outstanding,Excellent,9,No,good,1,13,Poor,Outstanding
3755,4755,Scott Frederick,38,male,Divorsed,09-07-2012,Human Resources,Human Resources,Medical,Very_High,Medium,5,High,6,Low,10,4,6,Better,Verygood,Outstanding,fair,8,No,Outstanding,0,6,Poor,Outstanding
3756,4756,Mary Young,24,Female,Married,20-11-2017,Human Resources,Human Resources,Human Resources,Very_High,Very_High,5,Very_High,22,Very_High,9,20,2,Best,Excellent,Satisfactory,good,12,Yes,Outstanding,1,5,Good,low
3757,4757,Glenn Wright,22,male,Married,01-06-2012,Sales,Sales Executive,Technical Degree,Medium,Medium,1,Very_High,25,High,8,25,1,Better,Satisfactory,Outstanding,good,11,Yes,low,1,13,Good,Outstanding
3758,4758,Marcus Flores,38,male,Married,16-02-2008,Research & Development,Manager R&D,Medical,Low,Low,1,Very_High,12,Low,8,6,3,Better,In-adequate,Outstanding,satistfactory,5,Yes,Outstanding,0,1,Good,Outstanding
3759,4759,Tiffany Russo,49,Female,Single,12-11-2012,Sales,Sales Representative,Marketing,Low,Very_High,5,High,25,Low,10,24,1,Better,poor,Excellent,poor,14,No,low,0,10,Poor,Excellent
3760,4760,Terry Adkins,38,Female,Married,08-10-2017,Research & Development,Healthcare Representative,Life Sciences,High,Low,3,Very_High,6,High,10,3,1,Good,Verygood,Excellent,Excellent,10,No,Excellent,0,16,Poor,Excellent
3761,4761,Matthew Mcintosh,53,male,Divorsed,25-06-1996,Sales,Sales Executive,Marketing,Medium,Low,4,High,12,Medium,9,8,2,Bad,Excellent,Outstanding,fair,10,No,low,0,9,Poor,Outstanding
3762,4762,Nicole Cannon,60,Female,Married,28-08-2011,Research & Development,Research Scientist,Medical,High,Medium,2,Low,12,Very_High,8,6,1,Best,poor,Satisfactory,poor,7,Yes,Outstanding,1,16,Good,low
3763,4763,Dr. Mary Lopez,53,Female,Married,11-01-2021,Sales,Sales Executive,Marketing,High,High,4,Very_High,25,High,9,22,2,Better,poor,Good,satistfactory,4,Yes,low,1,8,Good,good
3764,4764,Gregory Baker,37,male,Single,06-04-1993,Sales,Sales Executive,Marketing,High,High,3,High,20,Medium,8,13,6,Better,Verygood,Satisfactory,Excellent,12,No,low,1,5,Poor,low
3765,4765,Desiree Mccarthy,26,Female,Single,31-03-2019,Sales,Sales Executive,Life Sciences,Low,Medium,5,High,25,Medium,9,24,2,Good,poor,Excellent,fair,13,Yes,Outstanding,0,2,Good,Excellent
3766,4766,Stacey Newman,47,male,Divorsed,20-08-2012,Research & Development,Laboratory Technician,Medical,High,Medium,1,High,6,Medium,9,4,3,Best,good,Excellent,good,11,No,Outstanding,1,13,Poor,Excellent
3767,4767,Elizabeth Conner,48,male,Married,17-08-2021,Research & Development,Research Scientist,Technical Degree,Very_High,Low,3,Medium,25,Very_High,10,24,5,Bad,Verygood,Satisfactory,Excellent,13,Yes,low,0,15,Good,low
3768,4768,Christian Brown,57,male,Divorsed,25-12-1993,Research & Development,Healthcare Representative,Medical,Medium,Very_High,1,Very_High,20,High,8,13,1,Best,Verygood,Satisfactory,fair,11,No,low,0,11,Poor,low
3769,4769,Susan Andrade,59,male,Married,03-02-2001,Research & Development,Research Scientist,Technical Degree,Very_High,Medium,4,Low,20,Very_High,8,14,6,Good,good,Satisfactory,fair,6,Yes,good,0,7,Good,low
3770,4770,Shawn Murray,30,male,Single,02-05-2003,Research & Development,Research Director,Medical,High,Very_High,3,Low,6,Very_High,10,3,5,Good,Verygood,Outstanding,poor,7,Yes,good,0,3,Good,Outstanding
3771,4771,Gary Jennings,60,male,Married,15-01-2022,Research & Development,Research Scientist,Technical Degree,High,Medium,2,Low,12,Very_High,9,8,3,Best,poor,Satisfactory,poor,14,Yes,low,1,15,Good,low
3772,4772,Ryan Foster,48,Female,Divorsed,01-04-2005,Research & Development,Laboratory Technician,Life Sciences,Low,Medium,5,Very_High,12,Low,10,10,1,Bad,good,Excellent,fair,8,No,Outstanding,0,11,Poor,Excellent
3773,4773,David Harris,56,male,Married,12-07-2019,Sales,Sales Executive,Life Sciences,Very_High,Low,4,Low,22,High,8,20,3,Best,poor,Excellent,poor,9,Yes,Excellent,0,11,Good,Excellent
3774,4774,Michael Allen,45,Female,Married,06-08-2004,Research & Development,Manufacturing Director,Medical,Medium,Very_High,4,Medium,6,Very_High,8,2,3,Bad,Verygood,Excellent,good,5,No,Outstanding,1,9,Poor,Excellent
3775,4775,Kevin Lewis,44,Female,Married,03-11-2002,Human Resources,Human Resources,Life Sciences,Medium,High,2,Medium,25,Medium,9,22,1,Better,good,Outstanding,satistfactory,4,No,low,1,6,Poor,Outstanding
3776,4776,Carla Wright,37,Female,Single,21-09-2007,Sales,Sales Executive,Life Sciences,Very_High,Very_High,5,Medium,25,High,9,23,4,Better,Excellent,Outstanding,good,6,Yes,good,0,10,Good,Outstanding
3777,4777,Christian Lewis,52,male,Married,04-02-2001,Sales,Sales Representative,Marketing,Low,Low,5,Very_High,12,Low,9,6,1,Bad,Excellent,Outstanding,poor,4,Yes,Outstanding,1,4,Good,Outstanding
3778,4778,Joyce Rubio,54,Female,Married,12-11-2016,Research & Development,Manager R&D,Other,Very_High,Medium,5,Medium,6,Very_High,10,3,5,Bad,Satisfactory,Excellent,poor,8,No,Outstanding,1,6,Poor,Excellent
3779,4779,Holly Snyder,60,male,Married,06-04-2013,Research & Development,Manager R&D,Medical,High,High,3,Low,25,Low,8,22,3,Bad,In-adequate,Good,fair,6,Yes,Excellent,1,1,Good,good
3780,4780,Andrea Garcia,47,Female,Married,30-10-2000,Sales,Sales Executive,Marketing,High,High,2,Very_High,25,Medium,8,22,1,Bad,Satisfactory,Good,satistfactory,9,No,Excellent,1,13,Poor,good
3781,4781,Patricia Conner,40,Female,Married,03-11-1993,Research & Development,Research Director,Medical,Very_High,Low,5,High,22,High,8,16,6,Best,Excellent,Excellent,fair,5,Yes,Outstanding,0,9,Good,Excellent
3782,4782,Kevin Potter,54,male,Married,02-10-2000,Research & Development,Manager R&D,Life Sciences,Medium,Medium,5,Medium,25,High,10,21,5,Best,poor,Satisfactory,Excellent,11,No,good,0,11,Poor,low
3783,4783,Mark Hill,53,Female,Divorsed,08-02-1997,Research & Development,Research Scientist,Medical,Very_High,Medium,3,Low,20,Medium,8,15,5,Better,Verygood,Excellent,fair,7,No,Excellent,1,13,Poor,Excellent
3784,4784,Bridget Torres,53,male,Single,24-05-2016,Human Resources,Human Resources,Other,Low,Medium,2,Low,25,Low,10,21,6,Best,Excellent,Excellent,fair,13,No,Excellent,0,2,Poor,Excellent
3785,4785,Patrick Hernandez,23,male,Married,15-08-1994,Research & Development,Research Scientist,Life Sciences,Very_High,Medium,1,Medium,22,High,10,18,2,Bad,Satisfactory,Outstanding,satistfactory,8,No,good,0,1,Poor,Outstanding
3786,4786,Christina Smith,22,male,Divorsed,01-04-1998,Sales,Sales Executive,Life Sciences,High,Medium,5,Medium,12,Low,9,10,1,Good,In-adequate,Good,satistfactory,9,Yes,Excellent,1,16,Good,good
3787,4787,Justin Murphy,50,male,Single,18-07-2001,Research & Development,Laboratory Technician,Life Sciences,Very_High,Low,4,Very_High,22,High,10,18,3,Best,Excellent,Excellent,Excellent,11,Yes,Excellent,1,12,Good,Excellent
3788,4788,Antonio Gordon,51,male,Married,18-02-2021,Research & Development,Manager R&D,Medical,Medium,High,3,Very_High,6,Very_High,10,3,6,Bad,Verygood,Good,Excellent,4,No,low,1,4,Poor,good
3789,4789,Tiffany Landry,58,male,Married,26-12-2017,Human Resources,Human Resources,Human Resources,Low,Medium,4,Very_High,22,Medium,9,18,2,Good,good,Satisfactory,fair,10,No,Outstanding,0,1,Poor,low
3790,4790,Jesse Valenzuela,42,Female,Married,18-03-2013,Research & Development,Laboratory Technician,Life Sciences,Low,High,4,Very_High,12,Very_High,10,7,6,Good,Verygood,Outstanding,Excellent,7,Yes,Excellent,1,3,Good,Outstanding
3791,4791,Amy Martinez,23,male,Married,17-08-2021,Sales,Sales Executive,Life Sciences,Low,Low,2,Medium,22,Very_High,8,20,6,Good,poor,Excellent,Excellent,8,Yes,good,0,12,Good,Excellent
3792,4792,Justin Lewis,59,Female,Married,10-06-2008,Research & Development,Research Scientist,Life Sciences,Very_High,High,3,Very_High,6,Very_High,9,4,3,Best,good,Satisfactory,fair,11,No,Excellent,1,14,Poor,low
